date,type,url,title
04/01/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d7245606745a4,"Department of Public Safety and Correctional Services - Division of Pretrial Detention and Services
                                                            



                                                        NOTE: OLA no longer conducts a separate audit of the Division of Pretrial Detention and Services due to the establishment of the DPSCS - Central Region.  This Division ceased to exist as a separate budgetary unit."
04/10/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d7245606745a6,Department of Public Safety and Correctional Services - Division of Pretrial Detention and Services
07/13/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d7245606745a8,"Department of Public Safety and Correctional Services - Eastern Shore Region
                                                            



NOTE: OLA no longer conducts a separate audit of the Eastern Shore Region due to the establishment of the DPSCS - South Region."
12/04/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745aa,Department of Public Safety and Correctional Services - Eastern Shore Region
01/07/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ac,"Department of Public Safety and Correctional Services - Hagerstown Region
                                                            



NOTE: OLA no longer conducts a separate audit of the Hagerstown Region due to the establishment of the DPSCS - North Region."
01/06/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ae,Department of Public Safety and Correctional Services - Hagerstown Region
07/13/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745b0,"Department of Public Safety and Correctional Services - Jessup Region
                                                            



NOTE: OLA no longer conducts a separate audit of the Jessup Region due to the establishment of the DPSCS - Central Region Finance Office."
06/08/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745b2,"Department of Public Safety and Correctional Services - Maryland Correctional Pre-Release System
                                                            



NOTE: OLA no longer conducts a separate audit of the Maryland Correctional Pre-Release System due to the establishment of the DPSCS - Central Region Finance Office."
10/28/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745b4,"Department of Public Safety and Correctional Services - North Region
                                                            



NOTE: Effective July 1, 2012, DPSCS completed a departmental reorganization which established three regions within the State, including the North Region. The financial activities of the Maryland Correctional Institution - Hagerstown, the Maryland Correctional Training Center, and the Roxbury Correctional Institution (previously audited under the DPSCS - Hagerstown Region), as well as the North Branch Correctional Institution and the Western Correctional Institution (previously audited under the DPSCS - Western Maryland Region) were reorganized under the newly created North Region."
04/09/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745b6,"Department of Public Safety and Correctional Services - Patuxent Institution and Women's Facilities
                                                            



NOTE: OLA no longer conducts a separate audit of the Patuxent Institution and Women's Facilities due to the establishment of the DPSCS - Central Region Finance Office."
10/28/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745b8,"Department of Public Safety and Correctional Services - South Region
                                                            



NOTE: Effective July 1, 2012, DPSCS completed a departmental reorganization which established three regions within the State, including the South Region. The financial activities of the Jessup Correctional Institution, Maryland Correctional Institution - Jessup, Maryland Correctional Institution for Women, Brockbridge Correctional Facility, Jessup Pre-Release Unit, Southern Maryland Pre-Release Unit, and Eastern Pre-Release Unit, (previously audited under the DPSCS - Central Region Finance Office), as well as the Eastern Correctional Institution, and Poplar Hill Pre-Release Unit (previously audited under the DPSCS - Eastern Shore Region), and the Dorsey Run Correctional Facility were reorganized under the newly created South Region.
The financial activities of the following facilities and units that were previously audited under the DPSCS - Central Region Finance Office have since been absorbed by the South Region as a result of this reorganization: Patuxent Institution; Metropolitan Transition Center; Maryland Reception, Diagnostic and Classification Center; Baltimore Pre-Release Unit; Baltimore City Correctional Center; Central Maryland Correctional Facility; and certain activities of the Chesapeake Detention Facility."
10/18/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ba,"Department of Public Safety and Correctional Services - Western Maryland Region
                                                            



NOTE: OLA no longer conducts a separate audit of the Western Maryland Region due to the establishment of the DPSCS - North Region."
10/16/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745bc,Department of Public Safety and Correctional Services - Western Maryland Region
12/08/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745be,Public Service Commission
07/08/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745c0,Public Service Commission
04/15/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745c2,Public Service Commission
07/17/2007,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745c4,Public Service Commission
01/04/2018,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745c6,"Department of Labor, Licensing and Regulation - Division of Racing"
08/26/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745c8,"Department of Labor, Licensing and Regulation - Division of Racing"
08/23/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ca,"Department of Labor, Licensing and Regulation - Division of Racing"
07/17/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745cc,"Department of Labor, Licensing and Regulation - Division of Racing"
01/05/2018,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ce,Maryland Department of Health - Regional Institute for Children and Adolescents - Baltimore
06/30/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745d0,Department of Health and Mental Hygiene - Regional Institute for Children and Adolescents - Baltimore
12/02/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745d2,Department of Health and Mental Hygiene - Regional Institute for Children and Adolescents - Baltimore
10/14/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745d4,Department of Health and Mental Hygiene - Regional Institute for Children and Adolescents - Baltimore
02/14/2018,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745d6,Maryland Department of Health - John L. Gildner Regional Institute for Children and Adolescents
01/28/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745d8,Department of Health and Mental Hygiene - John L. Gildner Regional Institute for Children and Adolescents
09/30/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745da,Department of Health and Mental Hygiene - John L. Gildner Regional Institute for Children and Adolescents
05/05/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745dc,Department of Health and Mental Hygiene - John L. Gildner Regional Institute for Children and Adolescents
10/17/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745de,Office of the Register of Wills - Allegany County
05/21/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745e0,Office of the Register of Wills - Allegany County
06/14/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745e2,Office of the Register of Wills - Allegany County
09/18/2007,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745e4,Office of the Register of Wills - Allegany County
02/05/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745e6,Office of the Register of Wills - Anne Arundel County
02/05/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745e8,Office of the Register of Wills - Anne Arundel County
02/23/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ea,Office of the Register of Wills - Anne Arundel County
08/06/2007,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ec,Office of the Register of Wills - Anne Arundel County
01/29/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745ee,Office of the Register of Wills - Baltimore City
10/12/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745f0,Office of the Register of Wills - Baltimore City
09/18/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745f2,Office of the Register of Wills - Baltimore City
02/02/2018,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745f4,Office of the Register of Wills - Baltimore County
05/14/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745f6,Office of the Register of Wills - Baltimore County
08/16/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745f8,Office of the Register of Wills - Baltimore County
04/01/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745fa,Office of the Register of Wills - Baltimore County
03/06/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745fc,Office of the Register of Wills - Calvert County
04/18/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d7245606745fe,Office of the Register of Wills - Calvert County
09/29/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d724560674600,Office of the Register of Wills - Calvert County
08/19/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d724560674602,Office of the Register of Wills - Caroline County
08/30/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d724560674604,Office of the Register of Wills - Caroline County
07/01/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d724560674606,Office of the Register of Wills - Caroline County
07/15/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d724560674608,Office of the Register of Wills - Carroll County
06/22/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d72456067460a,Office of the Register of Wills - Carroll County
04/15/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d72456067460c,Office of the Register of Wills - Carroll County
02/09/2017,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d72456067460e,Office of the Register of Wills - Cecil County
07/08/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d724560674610,Office of the Register of Wills - Cecil County
07/19/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d18cc9d724560674612,Office of the Register of Wills - Cecil County
03/11/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674614,Office of the Register of Wills - Charles County
06/25/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674616,Office of the Register of Wills - Charles County
11/10/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674618,Office of the Register of Wills - Charles County
05/26/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067461a,Office of the Register of Wills - Dorchester County
02/22/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067461c,Office of the Register of Wills - Dorchester County
03/12/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067461e,Office of the Register of Wills - Dorchester County
04/17/2017,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674620,Office of the Register of Wills - Frederick County
10/21/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674622,Office of the Register of Wills - Frederick County
10/01/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674624,Office of the Register of Wills - Frederick County
10/19/2007,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674626,Office of the Register of Wills - Frederick County
08/08/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674628,Office of the Register of Wills - Garrett County
06/25/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067462a,Office of the Register of Wills - Garrett County
05/17/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067462c,Office of the Register of Wills - Garrett County
08/02/2007,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067462e,Office of the Register of Wills - Garrett County
06/05/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674630,Office of the Register of Wills - Harford County
12/06/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674632,Office of the Register of Wills - Harford County
11/03/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674634,Office of the Register of Wills - Harford County
03/03/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674636,Office of the Register of Wills - Howard County
01/30/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674638,Office of the Register of Wills - Howard County
12/10/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067463a,Office of the Register of Wills - Howard County
10/20/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067463c,Office of the Register of Wills - Kent County
11/28/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067463e,Office of the Register of Wills - Kent County
04/08/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674640,Office of the Register of Wills - Kent County
10/01/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674642,Office of the Register of Wills - Montgomery County
09/20/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674644,Office of the Register of Wills - Montgomery County
10/20/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674646,Office of the Register of Wills - Montgomery County
07/06/2017,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674648,Office of the Register of Wills - Prince George's County
01/30/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067464a,Office of the Register of Wills - Prince George's County
02/28/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067464c,Office of the Register of Wills - Prince George's County
01/09/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067464e,Office of the Register of Wills - Prince George's County
12/17/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674650,Office of the Register of Wills - Queen Anne's County
08/23/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674652,Office of the Register of Wills - Queen Anne's County
08/17/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674654,Office of the Register of Wills - Queen Anne's County
01/23/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674656,Office of the Register of Wills - Somerset County
03/02/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674658,Office of the Register of Wills - Somerset County
10/05/2007,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067465a,Office of the Register of Wills - Somerset County
07/24/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067465c,Office of the Register of Wills - St. Mary's County
08/02/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067465e,Office of the Register of Wills - St. Mary's County
04/29/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674660,Office of the Register of Wills - St. Mary's County
07/21/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674662,Office of the Register of Wills - Talbot County
06/13/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674664,Office of the Register of Wills - Talbot County
06/05/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674666,Office of the Register of Wills - Talbot County
07/02/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674668,Office of the Register of Wills - Washington County
07/13/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067466a,Office of the Register of Wills - Washington County
12/04/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067466c,Office of the Register of Wills - Washington County
03/01/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067466e,Office of the Register of Wills - Wicomico County
10/23/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674670,Office of the Register of Wills - Wicomico County
12/15/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674672,Office of the Register of Wills - Wicomico County
11/04/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674674,Office of the Register of Wills - Worcester County
12/17/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674676,Office of the Register of Wills - Worcester County
11/05/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674678,Office of the Register of Wills - Worcester County
04/26/2017,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067467a,Department of Health and Mental Hygiene - Regulatory Services
06/19/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067467c,Department of Health and Mental Hygiene - Regulatory Services
11/07/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d72456067467e,"Department of Health and Mental Hygiene - Regulatory Services
                                                            



NOTE: Effective July 1, 2009, Regulatory Services was created as a separate budgetary unit within DHMH consisting of the Health Professional Boards and Commission - State Board of Physicians - State Board of Nursing and the Office of Health Care Quality (previously included within the scope of our audits of DHMH - Office of the Secretary)."
01/21/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674680,"Department of Health and Mental Hygiene - Health Professional Boards and Commission - State Board of Physicians - State Board of Nursing
                                                            



                                                        NOTE: OLA no longer conducts a separate audit of the Health Professional Boards and Commission - State Board of Physicians - State Board of Nursing. Effective July 1, 2009, these entities were transferred to the newly created Regulatory Services."
12/22/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674682,State Retirement Agency
03/02/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d19cc9d724560674684,State Retirement Agency
04/13/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d724560674686,State Retirement Agency
12/05/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d724560674688,Board of Trustees of the Maryland Teachers and State Employees Supplemental Retirement Plans
05/23/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d72456067468a,Board of Trustees of the Maryland Teachers and State Employees Supplemental Retirement Plans
11/23/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d72456067468c,Board of Trustees of the Maryland Teachers and State Employees Supplemental Retirement Plans
09/16/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d72456067468e,Comptroller of Maryland - Revenue Administration Division
08/23/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d724560674690,Comptroller of Maryland - Revenue Administration Division
07/28/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d724560674692,"Comptroller of Maryland - Motor-fuel, Alcohol and Tobacco Tax Division
                                                            



                                                        NOTE: Effective July 1, 2009, the Motor-fuel, Alcohol and Tobacco Tax Division discontinued functioning as a separate division and is now subject to audit during our audits of the Revenue Administration Division."
04/05/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d724560674694,Comptroller of Maryland - Revenue Administration Division
05/06/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d724560674696,University System of Maryland - Salisbury University
07/10/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d724560674698,University System of Maryland - Salisbury University
06/22/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d72456067469a,University System of Maryland - Salisbury University
06/15/2016,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d72456067469c,Board of Public Works - Interagency Committee on School Construction
04/22/2013,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d72456067469e,Board of Public Works - Interagency Committee on School Construction
12/10/2009,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746a0,Board of Public Works - Interagency Committee on School Construction
01/09/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746a2,Office of the Secretary of State
10/20/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746a4,Office of the Secretary of State
10/03/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746a6,Office of the Secretary of State
11/20/2017,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746a8,Department of Human Services - Social Services Administration
08/07/2014,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746aa,Department of Human Resources - Social Services Administration
03/16/2011,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746ac,Department of Human Resources - Social Services Administration
10/06/2008,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746ae,Department of Human Resources - Social Services Administration
10/15/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746b0,Department of Health and Mental Hygiene - Spring Grove Hospital Center
11/02/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1acc9d7245606746b2,Department of Health and Mental Hygiene - Spring Grove Hospital Center
03/08/2010,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1bcc9d7245606746b4,Department of Health and Mental Hygiene - Spring Grove Hospital Center
10/06/2015,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1bcc9d7245606746b6,Department of Health and Mental Hygiene - Springfield Hospital Center
02/03/2012,Fiscal Compliance,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d1bcc9d7245606746b8,Department of Health and Mental Hygiene - Springfield Hospital Center
